#                                                                                    --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name                accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#        ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
p7_Pestivirus_i=38_n=16      -             70 PP823882.1           -           3908   4.1e-32  102.2   2.4   1   1   2.9e-32   1.1e-31  100.8   2.4     5    70  1069  1134  1065  1134 0.97 -
NS5A_Pestivirus_i=58_n=3     -            487 PP823882.1           -           3908   2.8e-31  100.5   0.0   1   1   1.4e-31   5.3e-31   99.6   0.0     1   472  2692  3168  2692  3182 0.80 -
NS2_Pestivirus_i=57_n=3      -            456 PP823882.1           -           3908   8.2e-25   79.5   7.2   1   1   6.9e-25   2.5e-24   77.9   7.2    39   456  1172  1597  1146  1597 0.64 -
NS3_Orthoflavivirus_i=1_n=57 -            621 PP823882.1           -           3908   3.2e-23   74.0   0.1   1   1   1.6e-23   5.8e-23   73.2   0.1   109   475  1731  2113  1651  2136 0.75 -
RdRp_Hepacivirus_i=10_n=26   -            594 PP823882.1           -           3908     1e-21   69.1   0.0   1   1   5.2e-22   1.9e-21   68.3   0.0   105   400  3414  3716  3307  3728 0.79 -
RdRp_Pegivirus_i=19_n=21     -            569 PP823882.1           -           3908   2.5e-16   51.2   0.0   1   1   1.2e-16   4.3e-16   50.4   0.0    94   412  3406  3756  3348  3767 0.72 -
NS5A_Pestivirus_i=61_n=2     -            220 PP823882.1           -           3908   4.2e-07   22.0   0.0   1   1   2.7e-07   9.8e-07   20.7   0.0    22   216  2710  2902  2693  2905 0.81 -
NS3_Pestivirus_i=20_n=21     -            683 PP706246.1           -           3953         0 1366.9   0.3   1   1         0         0 1365.0   0.4     1   683  1644  2326  1644  2326 1.00 -
RdRp_Pestivirus_i=18_n=21    -            717 PP706246.1           -           3953         0 1310.8   0.1   1   1         0         0 1310.4   0.1     1   715  3234  3948  3234  3950 1.00 -
NS5A_Pestivirus_i=36_n=16    -            498 PP706246.1           -           3953  1.9e-242  797.4   0.0   1   1  7.3e-243  2.7e-242  796.9   0.0     1   498  2738  3233  2738  3233 0.99 -
NS2_Pestivirus_i=35_n=16     -            454 PP706246.1           -           3953  3.9e-222  729.8   6.0   1   1  1.6e-222  5.8e-222  729.3   6.0     5   454  1195  1643  1191  1643 0.99 -
E2_Pestivirus_i=24_n=21      -            374 PP706246.1           -           3953  2.7e-190  624.7   6.0   1   2  3.7e-177  1.4e-176  579.7   1.5     3   373   697  1067   695  1068 0.99 -
E2_Pestivirus_i=24_n=21      -            374 PP706246.1           -           3953  2.7e-190  624.7   6.0   2   2     1e-14   3.8e-14   45.1   0.0     3    59  1148  1204  1146  1220 0.90 -
NS4B_Pestivirus_i=23_n=21    -            347 PP706246.1           -           3953  7.2e-188  616.0   2.2   1   1  2.3e-188  8.4e-188  615.8   1.0     3   347  2393  2737  2391  2737 0.99 -
RNAse_Pestivirus_i=26_n=21   -            227 PP706246.1           -           3953  1.8e-120  392.9   4.3   1   1  9.1e-121  3.3e-120  392.1   4.3     1   227   273   499   273   499 0.99 -
E1_Pestivirus_i=27_n=21      -            198 PP706246.1           -           3953     4e-95  309.6   0.5   1   1   2.2e-95     8e-95  308.6   0.5     1   198   500   694   500   694 0.99 -
N-Pro_Pestivirus_i=32_n=18   -            168 PP706246.1           -           3953   1.2e-84  274.3   0.2   1   1   6.6e-85   2.4e-84  273.3   0.2     1   168     1   168     1   168 1.00 -
C_Pestivirus_i=28_n=21       -            101 PP706246.1           -           3953   1.7e-47  151.9   7.4   1   1   1.2e-47   4.4e-47  150.6   7.4     5    97   174   266   167   270 0.91 -
NS3_Pegivirus_i=21_n=21      -            629 PP706246.1           -           3953   3.7e-39  126.6   3.7   1   1   1.6e-39     6e-39  125.9   3.7    99   483  1762  2166  1702  2171 0.76 -
NS3_Hepacivirus_i=11_n=26    -            627 PP706246.1           -           3953   5.1e-37  119.6   5.3   1   1   2.2e-37     8e-37  118.9   5.3    47   482  1702  2167  1689  2174 0.75 -
NS4A_Pestivirus_i=29_n=21    -             64 PP706246.1           -           3953   1.1e-35  113.8   0.0   1   1   6.6e-36   2.4e-35  112.7   0.0     1    64  2327  2390  2327  2390 0.98 -
p7_Pestivirus_i=38_n=16      -             70 PP706246.1           -           3953   3.8e-30   95.9   3.5   1   1     1e-30   3.8e-30   95.9   3.5     2    70  1070  1138  1069  1138 0.98 -
NS5A_Pestivirus_i=58_n=3     -            487 PP706246.1           -           3953   8.7e-30   95.6   0.0   1   1   4.2e-30   1.5e-29   94.8   0.0     1   468  2738  3209  2738  3222 0.80 -
NS2_Pestivirus_i=57_n=3      -            456 PP706246.1           -           3953   9.1e-28   89.3   1.2   1   1   5.1e-28   1.9e-27   88.2   1.2   206   456  1389  1643  1302  1643 0.76 -
NS3_Orthoflavivirus_i=1_n=57 -            621 PP706246.1           -           3953   8.4e-23   72.6   0.2   1   1   4.4e-23   1.6e-22   71.7   0.2   110   474  1778  2158  1760  2179 0.74 -
RdRp_Hepacivirus_i=10_n=26   -            594 PP706246.1           -           3953   3.2e-20   64.2   0.0   1   1   1.4e-20   5.2e-20   63.5   0.0   107   399  3461  3760  3384  3774 0.78 -
RdRp_Pegivirus_i=19_n=21     -            569 PP706246.1           -           3953   9.2e-15   46.1   0.0   1   1   4.2e-15   1.5e-14   45.3   0.0    43   411  3401  3800  3389  3814 0.72 -
RdRp_Orthoflavivirus_0_57    -            903 PP706246.1           -           3953   7.4e-08   22.9   0.0   1   1   4.2e-07   1.5e-06   18.6   0.0   533   797  3576  3814  3548  3820 0.79 -
NS5A_Pestivirus_i=61_n=2     -            220 PP706246.1           -           3953   1.1e-06   20.6   0.0   1   1   7.7e-07   2.8e-06   19.2   0.0    29   216  2766  2948  2739  2951 0.81 -
NS3_Pestivirus_i=20_n=21     -            683 OP649599.1           -           3899         0 1363.0   0.1   1   1         0         0 1361.4   0.1     1   683  1590  2272  1590  2272 1.00 -
RdRp_Pestivirus_i=18_n=21    -            717 OP649599.1           -           3899         0 1317.7   0.2   1   1         0         0 1317.3   0.2     1   715  3180  3894  3180  3896 1.00 -
NS5A_Pestivirus_i=36_n=16    -            498 OP649599.1           -           3899  2.1e-241  793.9   0.0   1   1  8.2e-242    3e-241  793.4   0.0     1   498  2684  3179  2684  3179 0.99 -
NS2_Pestivirus_i=35_n=16     -            454 OP649599.1           -           3899  1.8e-222  731.0   5.8   1   1  7.1e-223  2.6e-222  730.4   5.8     5   454  1141  1589  1137  1589 0.99 -
NS4B_Pestivirus_i=23_n=21    -            347 OP649599.1           -           3899  1.7e-186  611.4   1.4   1   1  4.7e-187  1.7e-186  611.4   1.4     3   347  2339  2683  2337  2683 0.99 -
E2_Pestivirus_i=24_n=21      -            374 OP649599.1           -           3899  1.6e-174  572.8   6.4   1   1  9.2e-175  3.4e-174  571.8   6.4     3   373   695  1065   693  1066 0.99 -
RNAse_Pestivirus_i=26_n=21   -            227 OP649599.1           -           3899  3.2e-120  392.1   3.8   1   1  1.6e-120  5.9e-120  391.3   3.8     1   227   271   497   271   497 0.99 -
E1_Pestivirus_i=27_n=21      -            198 OP649599.1           -           3899   1.8e-95  310.7   1.3   1   1   1.2e-95   4.3e-95  309.5   1.3     1   198   498   692   498   692 0.99 -
N-Pro_Pestivirus_i=32_n=18   -            168 OP649599.1           -           3899   1.1e-85  277.7   0.1   1   1   5.9e-86   2.1e-85  276.8   0.1     1   168     1   168     1   168 1.00 -
C_Pestivirus_i=28_n=21       -            101 OP649599.1           -           3899   1.6e-48  155.2   6.4   1   1   1.3e-48   4.6e-48  153.7   6.4     5    99   174   268   167   270 0.94 -
NS3_Pegivirus_i=21_n=21      -            629 OP649599.1           -           3899   4.1e-39  126.5   3.0   1   1   2.1e-39   7.8e-39  125.5   3.0    99   483  1708  2112  1651  2117 0.78 -
NS3_Hepacivirus_i=11_n=26    -            627 OP649599.1           -           3899   1.7e-37  121.1   4.1   1   1   7.9e-38   2.9e-37  120.4   4.1    47   482  1648  2113  1634  2120 0.75 -
NS4A_Pestivirus_i=29_n=21    -             64 OP649599.1           -           3899   9.2e-36  114.1   0.1   1   1   6.7e-36   2.5e-35  112.7   0.1     1    64  2273  2336  2273  2336 0.98 -
p7_Pestivirus_i=38_n=16      -             70 OP649599.1           -           3899   6.5e-33  104.7   3.5   1   1   1.8e-33   6.5e-33  104.7   3.5     3    70  1069  1136  1067  1136 0.97 -
NS5A_Pestivirus_i=58_n=3     -            487 OP649599.1           -           3899   8.4e-31   99.0   0.0   1   1   4.6e-31   1.7e-30   98.0   0.0     1   472  2684  3159  2684  3172 0.80 -
NS2_Pestivirus_i=57_n=3      -            456 OP649599.1           -           3899   4.5e-25   80.4   0.1   1   1   1.2e-25   4.5e-25   80.4   0.1   215   456  1346  1589  1313  1589 0.85 -
NS3_Orthoflavivirus_i=1_n=57 -            621 OP649599.1           -           3899   1.9e-22   71.4   0.2   1   1   9.8e-23   3.6e-22   70.6   0.2   127   474  1742  2104  1710  2125 0.74 -
RdRp_Hepacivirus_i=10_n=26   -            594 OP649599.1           -           3899   7.2e-20   63.0   0.0   1   1   3.1e-20   1.1e-19   62.4   0.0   115   399  3415  3706  3327  3720 0.79 -
RdRp_Pegivirus_i=19_n=21     -            569 OP649599.1           -           3899   3.2e-14   44.2   0.0   1   1   1.6e-14   5.7e-14   43.4   0.0    47   411  3351  3746  3336  3762 0.70 -
RdRp_Orthoflavivirus_0_57    -            903 OP649599.1           -           3899   2.2e-07   21.4   0.1   1   1   1.3e-06   4.6e-06   17.0   0.1   534   801  3523  3764  3508  3767 0.80 -
NS5A_Pestivirus_i=61_n=2     -            220 OP649599.1           -           3899   1.1e-06   20.6   0.1   1   1   9.8e-07   3.6e-06   18.9   0.1    29   216  2712  2894  2685  2897 0.75 -
NS3_Pestivirus_i=20_n=21     -            683 OQ338174.1           -           3900         0 1372.5   0.5   1   1         0         0 1372.0   0.5     1   683  1591  2273  1591  2273 1.00 -
RdRp_Pestivirus_i=18_n=21    -            717 OQ338174.1           -           3900         0 1318.6   0.2   1   1         0         0 1318.2   0.2     2   714  3182  3894  3181  3897 1.00 -
NS5A_Pestivirus_i=36_n=16    -            498 OQ338174.1           -           3900  4.3e-247  812.7   0.0   1   1  1.8e-247  6.1e-247  812.2   0.0     1   498  2685  3181  2685  3181 1.00 -
NS2_Pestivirus_i=35_n=16     -            454 OQ338174.1           -           3900  6.5e-226  742.3   3.8   1   1  3.1e-226  1.1e-225  741.6   3.8     3   454  1140  1590  1138  1590 0.99 -
NS4B_Pestivirus_i=23_n=21    -            347 OQ338174.1           -           3900  7.9e-189  619.1   4.5   1   1  2.3e-189    8e-189  619.1   2.7     3   347  2340  2684  2338  2684 0.99 -
E2_Pestivirus_i=24_n=21      -            374 OQ338174.1           -           3900    4e-171  561.7   1.7   1   1    2e-171  7.1e-171  560.8   1.7     3   373   695  1063   694  1064 0.99 -
RNAse_Pestivirus_i=26_n=21   -            227 OQ338174.1           -           3900    2e-121  396.1   4.0   1   1  1.1e-121  3.8e-121  395.1   4.0     1   227   271   497   271   497 0.99 -
E1_Pestivirus_i=27_n=21      -            198 OQ338174.1           -           3900   3.4e-96  313.1   0.2   1   1   1.9e-96   6.6e-96  312.1   0.2     1   198   498   692   498   692 0.99 -
N-Pro_Pestivirus_i=32_n=18   -            168 OQ338174.1           -           3900   4.6e-86  279.0   0.3   1   1   2.6e-86   9.1e-86  278.0   0.3     1   168     1   168     1   168 1.00 -
C_Pestivirus_i=28_n=21       -            101 OQ338174.1           -           3900     3e-48  154.3   5.0   1   1     2e-48   6.9e-48  153.2   5.0     2   100   168   269   167   270 0.93 -
NS3_Pegivirus_i=21_n=21      -            629 OQ338174.1           -           3900     3e-38  123.6   2.6   1   1   1.4e-38   4.8e-38  122.9   2.6    84   482  1691  2112  1647  2117 0.77 -
NS3_Hepacivirus_i=11_n=26    -            627 OQ338174.1           -           3900   7.9e-37  119.0   3.7   1   1   3.6e-37   1.3e-36  118.3   3.7    46   482  1648  2114  1635  2121 0.76 -
NS4A_Pestivirus_i=29_n=21    -             64 OQ338174.1           -           3900   6.6e-34  108.1   0.0   1   1   4.6e-34   1.6e-33  106.9   0.0     1    64  2274  2337  2274  2337 0.98 -
p7_Pestivirus_i=38_n=16      -             70 OQ338174.1           -           3900   3.8e-33  105.5   8.0   1   1     3e-33     1e-32  104.1   8.0     2    70  1069  1137  1068  1137 0.98 -
NS5A_Pestivirus_i=58_n=3     -            487 OQ338174.1           -           3900   8.9e-31   98.9   0.0   1   1   5.4e-31   1.9e-30   97.8   0.0     1   474  2685  3163  2685  3178 0.79 -
NS2_Pestivirus_i=57_n=3      -            456 OQ338174.1           -           3900   3.5e-25   80.8   6.5   1   1   1.1e-25   3.9e-25   80.6   5.3   197   456  1330  1590  1138  1590 0.69 -
NS3_Orthoflavivirus_i=1_n=57 -            621 OQ338174.1           -           3900   9.1e-23   72.5   0.1   1   1   4.9e-23   1.7e-22   71.6   0.1   110   475  1725  2106  1647  2130 0.76 -
RdRp_Hepacivirus_i=10_n=26   -            594 OQ338174.1           -           3900   2.1e-21   68.1   0.0   1   1   1.3e-21   4.6e-21   67.0   0.0   106   400  3407  3708  3279  3719 0.81 -
RdRp_Pegivirus_i=19_n=21     -            569 OQ338174.1           -           3900   2.9e-15   47.7   0.0   1   1   1.4e-15   4.8e-15   47.0   0.0    90   411  3394  3747  3337  3759 0.69 -
NS5A_Pestivirus_i=61_n=2     -            220 OQ338174.1           -           3900   2.7e-08   25.8   0.0   1   1   1.7e-08   5.8e-08   24.8   0.0    29   216  2713  2895  2687  2898 0.85 -
NS3_Pestivirus_i=20_n=21     -            683 MW054935.1           -           3899         0 1360.1   0.1   1   1         0         0 1359.4   0.1     1   683  1590  2272  1590  2272 1.00 -
RdRp_Pestivirus_i=18_n=21    -            717 MW054935.1           -           3899         0 1314.4   0.6   1   1         0         0 1314.0   0.6     1   715  3180  3894  3180  3896 1.00 -
NS5A_Pestivirus_i=36_n=16    -            498 MW054935.1           -           3899    1e-242  798.3   0.0   1   1  3.8e-243  1.4e-242  797.8   0.0     1   498  2684  3179  2684  3179 0.99 -
NS2_Pestivirus_i=35_n=16     -            454 MW054935.1           -           3899  1.1e-222  731.7   2.7   1   1  4.6e-223  1.7e-222  731.1   2.7     7   454  1143  1589  1137  1589 0.99 -
NS4B_Pestivirus_i=23_n=21    -            347 MW054935.1           -           3899  8.9e-188  615.7   1.9   1   1  2.8e-188    1e-187  615.5   0.7     3   347  2339  2683  2337  2683 0.99 -
E2_Pestivirus_i=24_n=21      -            374 MW054935.1           -           3899  7.4e-178  583.8   2.2   1   1  3.5e-178  1.3e-177  583.0   2.2     3   372   695  1064   693  1066 0.99 -
RNAse_Pestivirus_i=26_n=21   -            227 MW054935.1           -           3899  7.9e-122  397.4   2.9   1   1  5.3e-122    2e-121  396.1   2.9     1   227   271   497   271   497 0.99 -
E1_Pestivirus_i=27_n=21      -            198 MW054935.1           -           3899   6.9e-95  308.8   1.4   1   1   1.9e-95   6.9e-95  308.8   1.4     2   198   499   692   498   692 0.99 -
N-Pro_Pestivirus_i=32_n=18   -            168 MW054935.1           -           3899   3.2e-85  276.2   0.2   1   1   1.8e-85   6.5e-85  275.2   0.2     1   168     1   168     1   168 1.00 -
C_Pestivirus_i=28_n=21       -            101 MW054935.1           -           3899   1.4e-47  152.2   5.4   1   1     8e-48   2.9e-47  151.1   5.4     3    99   172   268   167   270 0.93 -
NS3_Pegivirus_i=21_n=21      -            629 MW054935.1           -           3899   5.4e-39  126.1   2.6   1   1   2.4e-39   8.7e-39  125.4   2.6   106   483  1715  2112  1655  2117 0.77 -
NS3_Hepacivirus_i=11_n=26    -            627 MW054935.1           -           3899   1.7e-37  121.2   3.8   1   1   7.1e-38   2.6e-37  120.5   3.8    48   482  1649  2113  1635  2120 0.75 -
NS4A_Pestivirus_i=29_n=21    -             64 MW054935.1           -           3899     1e-35  113.9   0.1   1   1   6.5e-36   2.4e-35  112.7   0.1     1    64  2273  2336  2273  2336 0.98 -
NS5A_Pestivirus_i=58_n=3     -            487 MW054935.1           -           3899   3.9e-32  103.3   0.0   1   1   1.9e-32     7e-32  102.5   0.0     1   476  2684  3163  2684  3177 0.81 -
p7_Pestivirus_i=38_n=16      -             70 MW054935.1           -           3899   8.1e-30   94.8   2.4   1   1   2.2e-30   8.1e-30   94.8   2.4     2    70  1068  1136  1067  1136 0.98 -
NS2_Pestivirus_i=57_n=3      -            456 MW054935.1           -           3899   5.6e-24   76.8   1.4   1   1   1.5e-24   5.6e-24   76.8   1.4   213   456  1344  1589  1253  1589 0.80 -
NS3_Orthoflavivirus_i=1_n=57 -            621 MW054935.1           -           3899   3.2e-22   70.7   0.1   1   1   1.6e-22     6e-22   69.8   0.1   128   474  1743  2104  1712  2125 0.75 -
RdRp_Hepacivirus_i=10_n=26   -            594 MW054935.1           -           3899   2.3e-19   61.4   0.0   1   1     1e-19   3.7e-19   60.7   0.0   108   399  3408  3706  3319  3718 0.78 -
RdRp_Pegivirus_i=19_n=21     -            569 MW054935.1           -           3899   1.8e-15   48.4   0.0   1   1   8.3e-16     3e-15   47.6   0.0    46   415  3350  3750  3336  3761 0.71 -
NS5A_Pestivirus_i=61_n=2     -            220 MW054935.1           -           3899   6.2e-09   27.9   0.1   1   1     5e-09   1.8e-08   26.4   0.0    10   216  2693  2894  2685  2897 0.84 -
RdRp_Orthoflavivirus_0_57    -            903 MW054935.1           -           3899   1.9e-08   24.9   0.0   1   1   1.2e-07   4.4e-07   20.4   0.0   534   798  3523  3761  3504  3767 0.82 -
NS3_Pestivirus_i=20_n=21     -            683 MW054936.1           -           3899         0 1365.3   0.1   1   1         0         0 1363.1   0.2     1   683  1590  2272  1590  2272 1.00 -
RdRp_Pestivirus_i=18_n=21    -            717 MW054936.1           -           3899         0 1313.8   0.2   1   1         0         0 1313.3   0.2     1   715  3180  3894  3180  3896 1.00 -
NS5A_Pestivirus_i=36_n=16    -            498 MW054936.1           -           3899  8.8e-243  798.5   0.0   1   1  3.4e-243  1.2e-242  798.0   0.0     1   498  2684  3179  2684  3179 0.99 -
NS2_Pestivirus_i=35_n=16     -            454 MW054936.1           -           3899  9.8e-220  721.9   5.5   1   1    4e-220  1.5e-219  721.3   5.5     9   454  1145  1589  1139  1589 0.99 -
NS4B_Pestivirus_i=23_n=21    -            347 MW054936.1           -           3899  1.5e-187  615.0   1.3   1   1  9.6e-188  3.5e-187  613.7   0.3     3   347  2339  2683  2337  2683 0.99 -
E2_Pestivirus_i=24_n=21      -            374 MW054936.1           -           3899    5e-176  577.8   1.0   1   1  1.4e-176    5e-176  577.8   1.0     3   373   695  1065   693  1066 0.99 -
RNAse_Pestivirus_i=26_n=21   -            227 MW054936.1           -           3899  4.2e-122  398.3   4.1   1   1  1.2e-122  4.2e-122  398.3   4.1     1   227   271   497   271   497 0.99 -
E1_Pestivirus_i=27_n=21      -            198 MW054936.1           -           3899   1.8e-95  310.7   0.7   1   1   1.2e-95   4.4e-95  309.5   0.7     1   198   498   692   498   692 0.99 -
N-Pro_Pestivirus_i=32_n=18   -            168 MW054936.1           -           3899   2.8e-85  276.4   0.1   1   1   1.4e-85   5.2e-85  275.5   0.1     1   168     1   168     1   168 1.00 -
C_Pestivirus_i=28_n=21       -            101 MW054936.1           -           3899   2.7e-48  154.5   8.5   1   1   1.6e-48   5.8e-48  153.4   8.5     2   100   171   269   167   270 0.94 -
NS3_Pegivirus_i=21_n=21      -            629 MW054936.1           -           3899   4.3e-39  126.4   3.6   1   1   1.9e-39   7.1e-39  125.7   3.6    99   483  1708  2112  1648  2117 0.75 -
NS3_Hepacivirus_i=11_n=26    -            627 MW054936.1           -           3899   2.2e-37  120.8   4.6   1   1   9.4e-38   3.5e-37  120.1   4.6    46   482  1647  2113  1634  2120 0.76 -
NS4A_Pestivirus_i=29_n=21    -             64 MW054936.1           -           3899   1.8e-35  113.1   0.1   1   1   1.1e-35   4.1e-35  112.0   0.1     1    64  2273  2336  2273  2336 0.98 -
p7_Pestivirus_i=38_n=16      -             70 MW054936.1           -           3899   1.2e-31  100.7   3.3   1   1   3.2e-32   1.2e-31  100.7   3.3     2    70  1068  1136  1067  1136 0.98 -
NS5A_Pestivirus_i=58_n=3     -            487 MW054936.1           -           3899   6.9e-28   89.3   0.0   1   1   3.4e-28   1.2e-27   88.5   0.0     2   472  2685  3159  2684  3173 0.79 -
NS2_Pestivirus_i=57_n=3      -            456 MW054936.1           -           3899   2.2e-24   78.1   4.5   1   1   7.9e-25   2.9e-24   77.7   3.7   213   456  1344  1589  1152  1589 0.84 -
NS3_Orthoflavivirus_i=1_n=57 -            621 MW054936.1           -           3899   1.5e-22   71.8   0.1   1   1   7.7e-23   2.8e-22   70.9   0.1   110   474  1724  2104  1707  2125 0.74 -
RdRp_Hepacivirus_i=10_n=26   -            594 MW054936.1           -           3899   4.4e-20   63.7   0.0   1   1   1.9e-20     7e-20   63.1   0.0    46   399  3349  3706  3337  3719 0.78 -
RdRp_Pegivirus_i=19_n=21     -            569 MW054936.1           -           3899   1.2e-15   49.0   0.0   1   1   5.6e-16   2.1e-15   48.2   0.0    43   410  3347  3745  3335  3759 0.73 -
RdRp_Orthoflavivirus_0_57    -            903 MW054936.1           -           3899   2.9e-08   24.3   0.0   1   1     2e-07   7.3e-07   19.6   0.0   534   797  3523  3760  3508  3766 0.81 -
NS5A_Pestivirus_i=61_n=2     -            220 MW054936.1           -           3899   1.8e-06   19.9   0.1   1   1   1.7e-06   6.1e-06   18.1   0.1    29   216  2712  2894  2686  2897 0.78 -
NS3_Pestivirus_i=20_n=21     -            683 MW054940.1           -           3899         0 1360.9   0.2   1   1         0         0 1360.1   0.2     1   683  1590  2272  1590  2272 1.00 -
RdRp_Pestivirus_i=18_n=21    -            717 MW054940.1           -           3899         0 1317.0   0.1   1   1         0         0 1316.6   0.1     1   715  3180  3894  3180  3896 1.00 -
NS5A_Pestivirus_i=36_n=16    -            498 MW054940.1           -           3899  3.7e-244  803.0   0.0   1   1  1.4e-244  5.2e-244  802.5   0.0     1   498  2684  3179  2684  3179 0.99 -
NS2_Pestivirus_i=35_n=16     -            454 MW054940.1           -           3899  6.7e-222  729.1   1.3   1   1  2.6e-222  9.6e-222  728.6   1.3     6   454  1142  1589  1137  1589 0.99 -
NS4B_Pestivirus_i=23_n=21    -            347 MW054940.1           -           3899  7.3e-186  609.4   0.4   1   1  4.2e-186  1.5e-185  608.3   0.2     4   347  2340  2683  2337  2683 0.99 -
E2_Pestivirus_i=24_n=21      -            374 MW054940.1           -           3899  5.9e-177  580.9   0.5   1   1  3.1e-177  1.1e-176  579.9   0.5     3   373   695  1065   693  1066 0.99 -
RNAse_Pestivirus_i=26_n=21   -            227 MW054940.1           -           3899  9.1e-122  397.2   3.6   1   1  2.5e-122  9.1e-122  397.2   3.6     1   227   271   497   271   497 0.99 -
E1_Pestivirus_i=27_n=21      -            198 MW054940.1           -           3899   3.7e-94  306.4   0.4   1   1     2e-94   7.3e-94  305.5   0.4     2   198   499   692   498   692 0.99 -
N-Pro_Pestivirus_i=32_n=18   -            168 MW054940.1           -           3899   6.4e-86  278.5   0.2   1   1   3.4e-86   1.2e-85  277.5   0.2     1   168     1   168     1   168 1.00 -
C_Pestivirus_i=28_n=21       -            101 MW054940.1           -           3899   1.5e-48  155.2   8.5   1   1   9.6e-49   3.5e-48  154.1   8.5     2    99   171   268   168   270 0.96 -
NS3_Pegivirus_i=21_n=21      -            629 MW054940.1           -           3899   2.7e-38  123.8   4.1   1   1   1.1e-38   4.2e-38  123.1   4.1    99   483  1708  2112  1647  2117 0.76 -
NS3_Hepacivirus_i=11_n=26    -            627 MW054940.1           -           3899   1.8e-36  117.8   4.9   1   1   7.5e-37   2.8e-36  117.2   4.9    47   482  1648  2113  1634  2120 0.75 -
NS4A_Pestivirus_i=29_n=21    -             64 MW054940.1           -           3899   1.1e-35  113.8   0.0   1   1   6.8e-36   2.5e-35  112.7   0.0     1    64  2273  2336  2273  2336 0.98 -
p7_Pestivirus_i=38_n=16      -             70 MW054940.1           -           3899   2.2e-31   99.8   3.3   1   1   5.9e-32   2.2e-31   99.8   3.3     2    70  1068  1136  1067  1136 0.98 -
NS5A_Pestivirus_i=58_n=3     -            487 MW054940.1           -           3899   8.8e-30   95.6   0.0   1   1   4.9e-30   1.8e-29   94.6   0.0     1   471  2684  3158  2684  3172 0.78 -
NS2_Pestivirus_i=57_n=3      -            456 MW054940.1           -           3899     8e-25   79.6   0.5   1   1   2.2e-25     8e-25   79.6   0.5   206   456  1335  1589  1253  1589 0.81 -
NS3_Orthoflavivirus_i=1_n=57 -            621 MW054940.1           -           3899   4.3e-22   70.3   0.2   1   1   2.2e-22     8e-22   69.4   0.2   110   474  1724  2104  1706  2125 0.74 -
RdRp_Hepacivirus_i=10_n=26   -            594 MW054940.1           -           3899   3.8e-21   67.2   0.0   1   1   1.7e-21   6.2e-21   66.5   0.0   114   399  3414  3706  3318  3720 0.81 -
RdRp_Pegivirus_i=19_n=21     -            569 MW054940.1           -           3899   1.5e-16   51.9   0.0   1   1   7.1e-17   2.6e-16   51.2   0.0    42   411  3346  3746  3335  3760 0.75 -
NS5A_Pestivirus_i=61_n=2     -            220 MW054940.1           -           3899   3.2e-08   25.6   0.0   1   1   1.8e-08   6.5e-08   24.6   0.0    23   216  2703  2894  2685  2897 0.81 -
RdRp_Orthoflavivirus_0_57    -            903 MW054940.1           -           3899   6.1e-08   23.2   0.0   1   1   3.5e-07   1.3e-06   18.9   0.0   534   797  3523  3760  3508  3766 0.80 -
NS3_Pestivirus_i=20_n=21     -            683 MW655625.1           -           3899         0 1361.1   0.1   1   1         0         0 1360.6   0.1     1   683  1590  2272  1590  2272 1.00 -
RdRp_Pestivirus_i=18_n=21    -            717 MW655625.1           -           3899         0 1311.7   0.3   1   1         0         0 1311.3   0.3     1   715  3180  3894  3180  3896 1.00 -
NS5A_Pestivirus_i=36_n=16    -            498 MW655625.1           -           3899  1.1e-244  804.7   0.0   1   1  4.4e-245  1.6e-244  804.2   0.0     1   498  2684  3179  2684  3179 0.99 -
NS2_Pestivirus_i=35_n=16     -            454 MW655625.1           -           3899  5.7e-224  735.9   5.5   1   1  2.3e-224  8.4e-224  735.3   5.5     5   454  1141  1589  1137  1589 0.99 -
NS4B_Pestivirus_i=23_n=21    -            347 MW655625.1           -           3899  3.4e-188  617.0   1.8   1   1  1.7e-188  6.1e-188  616.2   0.4     3   347  2339  2683  2337  2683 0.99 -
E2_Pestivirus_i=24_n=21      -            374 MW655625.1           -           3899  2.2e-178  585.5   3.6   1   1  6.1e-179  2.2e-178  585.5   3.6     3   373   695  1065   693  1066 0.99 -
RNAse_Pestivirus_i=26_n=21   -            227 MW655625.1           -           3899  2.3e-122  399.1   3.6   1   1  1.7e-122  6.2e-122  397.7   3.6     1   227   271   497   271   497 0.99 -
E1_Pestivirus_i=27_n=21      -            198 MW655625.1           -           3899   2.2e-95  310.4   1.0   1   1   1.3e-95   4.9e-95  309.3   1.0     1   198   498   692   498   692 0.99 -
N-Pro_Pestivirus_i=32_n=18   -            168 MW655625.1           -           3899   6.2e-86  278.5   0.0   1   1   3.2e-86   1.2e-85  277.6   0.0     1   168     1   168     1   168 1.00 -
C_Pestivirus_i=28_n=21       -            101 MW655625.1           -           3899   4.3e-47  150.6   8.2   1   1   2.9e-47   1.1e-46  149.4   8.2     3    99   172   268   167   270 0.92 -
